agent_id,state,entry_time,exit_time,dwell_time,state_name,going_to_state_id,going_to_state,age,dwell_time_raw
993,-1.0,0.0,1,1.0,-1.0.None,1.0,1.0.Latent Fast,18.53208,1.0
34,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,30.14009,2.0
76,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,44.517,2.0
81,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,17.58664,2.0
85,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,90.83408,2.0
92,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,5.037303,2.0
135,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,71.87086,2.0
177,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,3.7610118,2.0
184,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,71.471405,2.0
210,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,22.639402,2.0
252,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,35.22601,2.0
284,-1.0,0.0,2,2.0,-1.0.None,1.0,1.0.Latent Fast,68.7382,2.0
313,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,51.899235,2.0
358,-1.0,0.0,2,2.0,-1.0.None,1.0,1.0.Latent Fast,37.242626,2.0
428,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,19.000753,2.0
439,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,45.968704,2.0
456,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,92.10073,2.0
598,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,64.96259,2.0
665,1.0,0.0,2,2.0,1.0.Latent Fast,8.0,8.0.Dead,20.808163,2.0
686,1.0,0.0,2,2.0,1.0.Latent Fast,2.0,2.0.Active Presymp,75.26361,2.0
739,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,66.49362,2.0
804,-1.0,0.0,2,2.0,-1.0.None,1.0,1.0.Latent Fast,66.43771,2.0
884,-1.0,0.0,2,2.0,-1.0.None,0.0,0.0.Latent Slow,28.641554,2.0
